City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,villa alemana,-33.0422,-71.3733,13.85,67,0,2.06,CL,1733449466
291,galliano,29.4422,-90.2992,15.0,67,100,3.6,US,1733449744
292,crane,31.3974,-102.3501,10.61,55,51,7.91,US,1733449745
293,nikki,9.9401,3.2108,19.11,22,1,1.7,BJ,1733449746
294,northwest harborcreek,42.1494,-79.9946,-0.98,81,100,8.23,US,1733449747
295,alatri,41.7306,13.3402,6.25,86,70,2.58,IT,1733449749
296,mahibadhoo,3.7833,72.9667,27.82,68,100,2.82,MV,1733449750
297,nadi,-17.8,177.4167,29.0,74,75,4.12,FJ,1733449751
298,sandnessjoen,66.0217,12.6316,-0.51,76,100,12.2,NO,1733449752
299,volksrust,-27.3654,29.8818,14.6,54,3,1.51,ZA,1733449753
300,wynyard,-41.0,145.7167,19.55,75,100,0.99,AU,1733449754
301,longido,-2.7333,36.6833,18.98,74,58,2.53,TZ,1733449756
302,evinayong,1.4368,10.5512,19.04,99,86,0.68,GQ,1733449757
303,keflavik,64.0049,-22.5624,-0.76,100,40,2.57,IS,1733449758
304,roma,43.2128,-75.4557,-1.84,91,100,9.77,US,1733449546
305,huarmey,-10.0681,-78.1522,19.84,84,85,4.01,PE,1733449760
306,the bottom,17.6259,-63.2492,25.85,70,28,9.22,BQ,1733449762
307,polyarnyy,69.1989,33.4478,-4.79,82,100,7.33,RU,1733449763
308,yasnyy,51.0333,59.8742,-10.35,93,92,3.56,RU,1733449636
309,aqsay,51.1678,52.995,-6.77,91,7,3.63,KZ,1733449765
310,ruska poliana,49.417,31.9201,-2.02,89,77,2.44,UA,1733449766
311,tisaiyanvilai,8.3333,77.8833,25.19,84,100,4.51,IN,1733449768
312,utrik,11.2278,169.8474,27.69,83,95,10.55,MH,1733449769
313,kulachi,31.9286,70.4592,13.76,27,0,4.46,PK,1733449770
314,fisterra,42.9049,-9.2629,15.77,94,100,5.25,ES,1733449771
315,anaconda,46.1285,-112.9423,0.35,76,2,3.14,US,1733449559
316,hithadhoo,-0.6,73.0833,27.51,75,34,3.66,MV,1733449774
317,tosontsengel,48.7567,98.2839,-17.92,99,100,0.56,MN,1733449775
318,portland,45.5234,-122.6762,6.66,69,75,5.36,US,1733449509
319,kayangel,8.0823,134.7173,29.23,77,100,5.97,PW,1733449777
320,komadi,47.0,21.5,1.7,86,82,1.93,HU,1733449778
321,coatesville,39.9832,-75.8238,-1.49,60,0,8.75,US,1733449731
322,darwin,-12.4611,130.8418,31.64,70,75,3.09,AU,1733449533
323,asia,9.5506,122.5164,29.46,67,100,1.89,PH,1733449782
324,isla vista,34.4133,-119.861,16.92,45,30,0.94,US,1733449624
325,olonkinbyen,70.9221,-8.7187,-1.86,99,100,10.46,SJ,1733449784
326,kirakira,-10.4544,161.9205,25.9,84,100,5.64,SB,1733449785
327,nizhnesortymskiy,62.4397,71.7603,-15.79,93,6,4.47,RU,1733449787
328,taroa,8.7058,171.2275,27.76,84,20,10.94,MH,1733449788
329,yulinshi,38.2906,109.7494,-1.69,46,0,6.25,CN,1733449789
330,nuku'alofa,-21.1333,-175.2,28.19,83,75,4.12,TO,1733449790
331,thinadhoo,0.5333,72.9333,27.75,73,100,3.54,MV,1733449791
332,birzebbuga,35.8258,14.5269,16.38,77,40,9.26,MT,1733449793
333,laurinburg,34.7741,-79.4628,7.98,25,0,5.14,US,1733449794
334,ordynskoye,54.3656,81.8994,-12.14,97,83,3.5,RU,1733449795
335,saldanha,-33.0117,17.9442,15.67,88,50,3.73,ZA,1733449540
336,amungan,15.3652,119.9582,29.24,66,100,1.13,PH,1733449798
337,ericeira,38.9627,-9.4156,14.96,97,20,3.29,PT,1733449799
338,margate,51.3813,1.3862,9.37,72,60,2.24,GB,1733449800
339,humaita,-7.5061,-63.0208,23.27,99,89,0.75,BR,1733449801
340,brisas de zicatela,15.8369,-97.0419,28.29,69,0,0.0,MX,1733449802
341,guarulhos,-23.4628,-46.5333,22.41,95,75,1.03,BR,1733449804
342,kikwit,-5.041,18.8162,19.28,96,98,0.33,CD,1733449805
343,escanaba,45.7453,-87.0646,-6.53,68,0,5.14,US,1733449806
344,uturoa,-16.7333,-151.4333,27.72,73,89,5.72,PF,1733449807
345,ma'rib,15.4591,45.3253,14.73,34,1,1.93,YE,1733449808
346,ashdod,31.8167,34.65,17.07,43,88,2.49,IL,1733449333
347,flying fish cove,-10.4217,105.6791,26.82,89,75,5.14,CX,1733449811
348,ambon,-3.6954,128.1814,28.82,100,100,0.76,ID,1733449812
349,ad dabbah,18.05,30.95,16.72,33,4,3.82,SD,1733449813
350,xai-xai,-25.0519,33.6442,25.92,68,99,4.56,MZ,1733449814
351,aracati,-4.5617,-37.7697,26.51,70,100,6.19,BR,1733449818
352,boundiali,9.5217,-6.4869,18.77,23,79,1.38,CI,1733449819
353,horta,38.5333,-28.6333,19.45,90,99,6.26,PT,1733449822
354,weno,7.4515,151.8468,29.97,79,100,5.14,FM,1733449823
355,karaton,-6.3424,106.1045,24.18,92,100,0.93,ID,1733449824
356,hasaki,35.7333,140.8333,13.67,48,4,6.43,JP,1733449825
357,koidu,8.4167,-10.8333,18.49,43,56,0.44,SL,1733449827
358,gizo,-8.103,156.8419,25.42,87,100,4.59,SB,1733449828
359,narasannapeta,18.4167,84.05,23.55,73,2,1.36,IN,1733449829
360,murzuq,25.9155,13.9184,10.83,50,52,5.72,LY,1733449830
361,selfoss,63.9331,-20.9971,-3.53,95,57,2.08,IS,1733449831
362,liaoyang,41.2719,123.1731,-3.94,36,2,3.52,CN,1733449833
363,susuman,62.7833,148.1667,-23.64,100,100,0.47,RU,1733449834
364,nangomba,-10.9,38.5,23.26,90,15,2.44,TZ,1733449835
365,plastun,44.7561,136.2939,-8.17,51,60,6.18,RU,1733449836
366,sao paulo de olivenca,-3.3783,-68.8725,23.97,93,100,0.27,BR,1733449839
367,aykhal,66.0,111.5,-14.14,94,100,5.83,RU,1733449840
368,sao joao da barra,-21.6403,-41.0511,24.0,86,100,4.98,BR,1733449543
369,calvinia,-31.4707,19.776,11.18,75,100,2.53,ZA,1733449843
370,khorugh,37.4897,71.553,-24.71,66,0,0.57,TJ,1733449738
371,afaahiti,-17.75,-149.2833,25.54,79,90,6.47,PF,1733449845
372,manadhoo,5.7667,73.3833,27.05,68,100,1.04,MV,1733449846
373,tromso,69.6496,18.957,-1.99,59,36,7.2,NO,1733449847
374,cam pha mines,21.0167,107.3,20.48,88,100,5.1,VN,1733449848
375,lijiang,26.8688,100.2207,6.61,49,1,1.54,CN,1733449724
376,malabar,-33.9667,151.25,32.72,68,20,5.66,AU,1733449851
377,malango,-2.9627,119.9001,24.34,85,100,1.07,ID,1733449852
378,campo maior,-4.8278,-42.1686,25.6,73,87,0.92,BR,1733449853
379,montaigu,46.9767,-1.3085,12.61,82,100,5.99,FR,1733449855
380,glace bay,46.1969,-59.957,8.42,97,100,7.2,CA,1733449856
381,san martin,-33.081,-68.4681,23.84,30,0,7.55,AR,1733449857
382,morehead city,34.7229,-76.726,7.03,41,8,3.58,US,1733449858
383,parfino,57.9731,31.6481,-2.87,80,100,3.97,RU,1733449859
384,ancud,-41.8697,-73.8203,9.12,80,29,4.48,CL,1733449860
385,santa rosalia,27.3167,-112.2833,16.13,49,4,0.69,MX,1733449862
386,nova vicosa,-17.8919,-39.3719,23.03,91,49,3.36,BR,1733449863
387,grand falls-windsor,48.9332,-55.6649,-0.83,92,100,3.13,CA,1733449864
388,rhinelander,45.6366,-89.4121,-11.81,78,40,2.06,US,1733449611
389,qalat,32.1058,66.9083,2.34,66,2,0.99,AF,1733449866
390,nizhniy kuranakh,58.8353,125.4869,-19.12,98,100,1.9,RU,1733449868
391,port augusta,-32.5,137.7667,25.23,63,100,5.51,AU,1733449869
392,port-vila,-17.7338,168.3219,30.78,74,75,6.17,VU,1733449870
393,micheweni,-4.9667,39.8333,26.74,84,100,4.83,TZ,1733449871
394,roosevelt,33.9668,-103.4505,6.65,59,100,4.86,US,1733449872
395,zhezqazghan,47.7833,67.7667,-2.68,100,100,2.0,KZ,1733449874
396,motueka,-41.1333,173.0167,20.07,57,9,4.62,NZ,1733449875
397,klaksvik,62.2266,-6.589,6.77,74,51,13.53,FO,1733449876
398,revda,56.801,59.9303,-10.09,95,81,2.43,RU,1733449877
399,sur,22.5667,59.5289,24.06,58,42,6.41,OM,1733449878
400,markovo,57.3206,107.0881,-13.56,96,100,2.2,RU,1733449880
401,bel ombre,-4.6167,55.4167,25.91,89,75,1.03,SC,1733449881
402,praia da vitoria,38.7333,-27.0667,19.14,82,40,6.37,PT,1733449882
403,palmer,42.1584,-72.3287,1.09,56,14,1.79,US,1733449883
404,bar-le-duc,48.75,5.1667,10.21,77,100,9.54,FR,1733449884
405,okhotsk,59.3833,143.3,-5.38,87,100,2.66,RU,1733449886
406,olyokminsk,60.3736,120.4264,-17.64,93,100,2.49,RU,1733449887
407,marquette,46.5333,-87.6335,-8.14,84,54,1.34,US,1733449888
408,hillvue,-31.1244,150.915,30.95,51,40,2.57,AU,1733449891
409,juan griego,11.0817,-63.9655,25.62,82,43,5.17,VE,1733449608
410,chonchi,-42.6128,-73.8092,5.89,96,26,1.55,CL,1733449636
411,floresville,29.1336,-98.1561,14.92,77,100,6.55,US,1733449894
412,kulhudhuffushi,6.6221,73.07,27.21,67,75,1.73,MV,1733449895
413,pisco,-13.7,-76.2167,19.03,82,0,6.17,PE,1733449897
414,uvira,-3.4067,29.1458,21.67,89,97,2.36,CD,1733449898
415,erenhot,43.6475,111.9767,-6.96,46,100,2.22,CN,1733449899
416,amos,48.5669,-78.1162,-10.45,88,100,6.18,CA,1733449900
417,kruisfontein,-34.0033,24.7314,14.5,82,99,2.85,ZA,1733449903
418,abu qurqas,27.9312,30.8384,14.4,71,99,1.96,EG,1733449904
419,zhelezinka,53.54,75.3072,-11.77,97,53,3.22,KZ,1733449905
420,godo,35.4167,136.6,9.43,66,64,3.59,JP,1733449906
421,staryya darohi,53.0402,28.267,-2.32,93,100,3.09,BY,1733449908
422,gohana,29.1333,76.7,12.31,30,0,2.76,IN,1733449909
423,asosa,10.0667,34.5333,17.27,54,36,1.89,ET,1733449910
424,as sulayyil,20.4607,45.5779,15.97,47,2,3.19,SA,1733449911
425,sarakhs,36.5449,61.1577,4.13,71,7,1.69,IR,1733449913
426,suining,30.508,105.5733,9.37,75,89,2.45,CN,1733449914
427,pachino,36.7186,15.0907,15.01,74,92,8.44,IT,1733449915
428,sho'rchi,38.0141,67.7899,5.12,59,0,1.69,UZ,1733449916
429,ust'-kut,56.7938,105.7672,-13.59,97,100,2.03,RU,1733449674
430,al jubayl,27.0112,49.6583,21.63,66,1,2.0,SA,1733449919
431,klyavlino,54.2649,52.0267,-11.26,96,19,2.11,RU,1733449920
432,el bauga,18.262,33.9081,19.05,37,0,3.82,SD,1733449921
433,dalandzadgad,43.5708,104.425,-8.07,72,12,5.61,MN,1733449922
434,turinsk,58.0458,63.696,-7.66,84,9,3.92,RU,1733449924
435,sinan,34.8262,126.1086,8.81,54,49,9.61,KR,1733449925
436,choibalsan,48.0667,114.5,-13.44,57,78,4.69,MN,1733449926
437,coron,11.9986,120.2043,30.24,66,100,0.91,PH,1733449928
438,chulym,55.0997,80.9572,-11.89,97,86,3.99,RU,1733449930
439,steinbach,50.1667,8.5667,5.91,96,75,6.69,DE,1733449809
440,lisakovsk,52.5369,62.4936,-9.87,95,83,3.97,KZ,1733449933
441,maxixe,-23.8597,35.3472,23.94,93,50,3.4,MZ,1733449934
442,kavieng,-2.5744,150.7967,28.12,79,100,7.44,PG,1733449935
443,bamboo flat,11.7,92.7167,28.05,89,75,3.6,IN,1733449936
444,sao vicente,-23.9631,-46.3919,22.77,26,86,1.06,BR,1733449939
445,rosetta,31.4044,30.4164,15.77,78,40,2.89,EG,1733449940
446,hotan,37.0997,79.9269,-2.74,51,1,0.44,CN,1733449941
447,inhambane,-23.865,35.3833,24.53,92,54,4.13,MZ,1733449942
448,muisne,0.6,-80.0333,24.11,83,100,3.25,EC,1733449943
449,simplicio mendes,-7.8539,-41.9103,20.82,81,100,1.06,BR,1733449945
450,antsiranana,-12.2787,49.2917,24.3,77,7,4.78,MG,1733449946
451,barabai,-2.5833,115.3833,24.68,96,100,0.46,ID,1733449947
452,la gi,10.6667,107.7833,27.22,79,100,2.33,VN,1733449948
453,awjilah,29.1081,21.2869,13.59,49,0,4.53,LY,1733449950
454,pizarro,4.9533,-77.366,24.34,92,100,1.41,CO,1733449951
455,plettenberg bay,-34.0527,23.3716,16.22,80,75,2.77,ZA,1733449952
456,quatre cocos,-20.2078,57.7625,23.94,71,13,4.91,MU,1733449953
457,abalak,58.1286,68.5944,-7.35,89,100,4.39,RU,1733449954
458,yuzhno-kurilsk,44.0306,145.8556,-0.12,53,100,1.6,RU,1733449956
459,mar del plata,-38.0023,-57.5575,18.01,74,0,2.57,AR,1733449683
460,turuntayevo,52.2,107.6167,-14.66,96,76,0.03,RU,1733449958
461,salavan,15.7167,106.4167,26.05,62,18,1.53,LA,1733449959
462,alaghsas,17.0187,8.0168,18.81,18,100,4.19,NE,1733449961
463,happy valley-goose bay,53.3168,-60.3315,-14.83,85,75,2.57,CA,1733449962
464,kavaratti,10.5669,72.642,27.35,80,35,2.86,IN,1733449963
465,moranbah,-22.0016,148.0466,32.89,34,0,7.3,AU,1733449964
466,spirit lake,43.4222,-95.1022,-7.23,68,38,0.45,US,1733449965
467,lolodorf,3.2333,10.7333,21.49,96,88,0.91,CM,1733449967
468,owando,-0.4819,15.8999,21.36,85,84,1.3,CG,1733449968
469,pinotepa nacional,16.3167,-98.0167,21.29,78,89,1.43,MX,1733449969
470,borrazopolis,-23.9411,-51.5875,21.64,86,30,2.0,BR,1733449970
471,grangwav,18.4289,-72.7706,24.86,85,93,0.79,HT,1733449971
472,ketchikan,55.3422,-131.6461,9.32,100,100,5.66,US,1733449973
473,kiruna,67.8557,20.2251,-6.49,86,100,10.8,SE,1733449974
474,masterton,-40.9597,175.6575,22.75,41,0,4.53,NZ,1733449975
475,dunedin,-45.8742,170.5036,18.78,66,54,2.68,NZ,1733449976
476,terbanggi besar,-4.8667,105.2333,28.58,66,100,3.37,ID,1733449978
477,puro,12.4841,123.3827,28.64,78,73,4.6,PH,1733449979
478,ust-tsilma,65.441,52.1498,-6.97,76,100,4.76,RU,1733449980
479,tongliao,43.6125,122.2653,-7.58,46,15,3.94,CN,1733449982
480,khovd,48.0056,91.6419,-12.27,71,3,1.59,MN,1733449983
481,caleta de carquin,-11.0925,-77.6267,19.69,85,99,4.06,PE,1733449984
482,hancheng,32.5186,112.3522,9.44,45,99,1.89,CN,1733449985
483,hobyo,5.3505,48.5268,25.81,74,8,8.01,SO,1733449986
484,ponta delgada,37.7333,-25.6667,19.4,82,75,6.69,PT,1733449988
485,takoradi,4.8845,-1.7554,25.89,82,64,2.41,GH,1733449989
486,suzun,53.7841,82.3116,-17.38,99,55,0.9,RU,1733449990
487,ungsang-nodongjagu,42.3578,130.4622,-5.01,42,4,7.8,KP,1733449991
488,ascencion de guarayos,-15.8963,-63.1881,22.33,99,24,1.04,BO,1733449992
489,san antonio de pale,-1.4014,5.6325,26.01,83,100,4.05,GQ,1733449994
490,hami,42.8,93.45,-3.84,66,3,2.37,CN,1733449995
491,kirs,59.3388,52.2447,-8.6,98,67,1.36,RU,1733449996
492,fyodorovka,53.6314,62.7078,-8.81,95,89,4.91,KZ,1733449997
493,mata-utu,-13.2816,-176.1745,28.09,76,96,2.2,WF,1733449999
494,dolores,-36.3132,-57.6792,17.04,70,67,4.25,AR,1733449781
495,ebon,4.582,168.6964,28.27,81,25,8.25,MH,1733450001
496,el ejido,36.7763,-2.8146,14.76,65,75,1.5,ES,1733450002
497,siocon,7.7061,122.1353,30.27,68,100,2.93,PH,1733450004
498,taltal,-25.4,-70.4833,18.35,71,44,0.64,CL,1733450005
499,tralee,52.2704,-9.7026,6.97,77,88,1.68,IE,1733450006
500,tchintabaraden,15.8969,5.7985,18.68,18,49,3.32,NE,1733450007
501,machali,-34.1833,-70.6667,12.48,46,0,1.04,CL,1733450009
502,sechura,-5.5569,-80.8222,19.94,78,29,6.15,PE,1733450010
503,daru,-9.0763,143.2092,29.67,78,93,3.18,PG,1733450011
504,yanchep,-31.55,115.6833,23.7,46,0,4.06,AU,1733450012
505,orapa,-21.2833,25.3667,26.87,28,94,3.32,BW,1733450013
506,tanjung sepat,2.6579,101.5629,29.08,79,20,0.0,MY,1733450015
507,nerac,44.1333,0.35,13.95,100,100,4.63,FR,1733450016
508,yarmouth,41.7057,-70.2286,3.03,77,0,9.39,US,1733450017
509,tidjikja,18.5564,-11.4271,21.15,16,97,9.1,MR,1733450018
510,hulan ergi,47.2042,123.6333,-14.04,84,16,1.86,CN,1733450020
511,busayra,30.7376,35.6078,9.35,54,100,5.04,JO,1733450021
512,las palmas,28.4204,-14.0131,18.44,77,75,5.66,ES,1733450025
513,doka,13.5167,35.7667,23.55,56,1,5.21,SD,1733450026
514,veinticinco de mayo,-35.4323,-60.1727,17.21,78,54,2.68,AR,1733450027
515,tabou,4.423,-7.3528,25.78,84,9,1.96,CI,1733450028
516,kerikeri,-35.2268,173.9474,25.73,36,0,3.79,NZ,1733450029
517,laojunmiao,39.8333,97.7333,-7.91,50,5,1.69,CN,1733450032
518,nabire,-3.3667,135.4833,30.78,63,99,1.82,ID,1733450033
519,jiexiu,37.0244,111.9125,2.13,38,0,4.55,CN,1733450034
520,black forest,39.0131,-104.7008,2.24,53,0,2.57,US,1733450035
521,tanjung selor,2.8372,117.3642,29.62,70,88,0.41,ID,1733450039
522,punta del este,-34.9667,-54.95,23.82,65,0,3.6,UY,1733450040
523,binzhou,37.3667,118.0167,5.92,41,3,2.0,CN,1733450042
524,kill devil hills,36.0307,-75.676,4.43,35,0,4.63,US,1733450043
525,mossel bay,-34.1831,22.146,14.96,74,100,1.32,ZA,1733450044
526,meadow lake,34.8014,-106.5436,5.99,56,11,4.65,US,1733450045
527,dauphin,51.1494,-100.0502,-5.92,79,100,7.72,CA,1733449811
528,concordia,-31.393,-58.0209,26.04,73,0,1.54,AR,1733449394
529,whangarei,-35.7317,174.3239,23.73,45,1,4.81,NZ,1733450049
530,laranjeiras do sul,-25.4078,-52.4161,19.47,91,18,2.05,BR,1733450050
531,val-d'or,48.1002,-77.7828,-6.95,73,75,6.69,CA,1733450051
532,koryazhma,61.3143,47.1691,-8.54,95,80,2.63,RU,1733450052
533,tyuratam,45.6507,63.3156,-2.25,71,13,2.44,KZ,1733450054
534,kembe,4.6228,21.8865,19.87,50,61,0.41,CF,1733450055
535,brookings,44.3114,-96.7984,-8.0,67,100,4.12,US,1733449921
536,villa regina,-39.1,-67.0667,21.1,20,100,3.13,AR,1733450057
537,vryburg,-26.9566,24.7284,16.97,27,12,3.32,ZA,1733450058
538,huaraz,-9.5333,-77.5333,13.0,82,100,1.09,PE,1733450060
539,ryotsu-minato,38.0833,138.4333,6.26,76,99,11.56,JP,1733450061
540,dalhart,36.0595,-102.5133,2.01,69,0,2.57,US,1733450062
541,cadereyta,25.5833,-99.9833,17.12,85,100,3.19,MX,1733450063
542,porto novo,6.4965,2.6036,27.9,83,4,0.52,BJ,1733450064
543,khorol,49.7837,33.2783,-0.79,96,100,3.34,UA,1733450066
544,florida,28.7505,-82.5001,16.53,79,100,0.0,US,1733450067
545,sambava,-14.2667,50.1667,23.11,86,10,3.26,MG,1733450068
546,la'ie,21.6477,-157.9253,28.66,66,60,5.23,US,1733450069
547,paphos,34.7667,32.4167,11.88,82,1,3.09,CY,1733450071
548,kingscliff,-28.2667,153.5667,28.3,74,6,5.14,AU,1733450072
549,arkhangel'sk,64.5401,40.5433,-6.94,100,100,2.0,RU,1733450073
550,guarapari,-20.6667,-40.4975,22.18,83,86,4.93,BR,1733450074
551,lewiston orchards,46.3804,-116.9754,0.95,81,100,0.0,US,1733450075
552,santiago de cao,-7.9589,-79.2392,18.07,88,40,5.14,PE,1733450077
553,okha,53.5739,142.9478,-12.26,90,100,6.36,RU,1733450078
554,gaspe,48.8334,-64.4819,0.12,100,100,6.69,CA,1733450079
555,bubaque,11.2833,-15.8333,27.52,46,100,8.22,GW,1733450081
556,kuta,-8.7233,115.1723,25.97,94,75,2.06,ID,1733450082
557,sittwe,20.15,92.9,20.12,55,14,3.53,MM,1733450083
558,langhirano,44.6127,10.2656,2.37,70,100,1.52,IT,1733450084
559,al jawf,29.5,38.75,11.29,42,100,4.23,SA,1733450085
560,portage la prairie,49.9728,-98.2926,-7.84,73,100,6.17,CA,1733449901
561,cannonvale,-20.2833,148.7,27.66,69,99,6.88,AU,1733450088
562,nguigmi,14.2495,13.1092,18.52,24,34,4.29,NE,1733450089
563,tehri,30.3833,78.4833,9.69,29,0,2.32,IN,1733450090
564,vadso,70.0744,29.7487,-1.91,74,75,10.29,NO,1733450092
565,kirensk,57.7853,108.1119,-15.64,96,100,2.91,RU,1733450093
566,banamba,13.55,-7.45,18.49,20,5,3.82,ML,1733450094
567,novosokol'niki,56.3463,30.1578,-2.8,87,100,3.85,RU,1733450095
568,kolonia,50.9333,6.95,10.36,89,100,5.66,DE,1733450097
569,siavonga,-16.5382,28.7088,26.4,40,5,3.05,ZM,1733450098
570,lichinga,-13.3128,35.2406,19.05,94,0,3.6,MZ,1733450099
571,mount isa,-20.7333,139.5,32.87,55,75,4.63,AU,1733450100
572,leua,48.2156,18.6071,0.27,95,55,1.88,SK,1733450102
573,kolondieba,11.0882,-6.8926,20.07,20,52,2.48,ML,1733450103
574,rongelap,11.1635,166.8941,28.02,84,57,10.41,MH,1733450104
575,sao desiderio,-12.3633,-44.9733,21.36,68,1,1.3,BR,1733450105
576,vavatenina,-17.4667,49.2,20.61,97,87,0.55,MG,1733450106
577,prado,-17.3411,-39.2208,23.56,91,41,3.31,BR,1733450108
578,ceres,37.5949,-120.9577,12.81,80,4,3.17,US,1733450109
579,aldinga beach,-35.2793,138.4604,25.37,58,100,4.68,AU,1733450110
580,lompoc,34.6391,-120.4579,15.38,79,0,5.14,US,1733450111
581,taft,31.7471,54.2088,-0.03,38,0,1.03,IR,1733450112
